t,O,R,I,Cap,demand,demande_env,Sigma,S,V,C,perturb_symbolic,intervention,delta_C,threshold_value,threshold_hit
110,0.5956554089634563,0.6959561938751696,0.7438865987521884,308.37824253945934,288.77523126590467,288.77523126590467,0.0,0.12470507359280185,1.0,-7.125867474915205,0.0,none,-0.0701179705628796,-0.030783209563645837,0
111,0.5947409030517828,0.6944755801220179,0.7447873980744136,307.62179846525,273.84250112413935,273.84250112413935,0.0,0.12445566344561625,1.0,-7.1960852095369585,0.0,none,-0.07021773462175318,-0.030783209563645837,0
112,0.5941208643049959,0.696635947479904,0.7481668738150842,309.6557582422626,280.91302287499013,280.91302287499013,0.0,0.12420675211872502,1.0,-7.266402508689469,0.0,none,-0.07031729915251006,-0.030783209563645837,0
113,0.5937364347555337,0.6977784714098566,0.7443918421562254,308.39893622146354,277.40708682275573,277.40708682275573,0.0,0.12395833861448757,1.0,-7.336819173243674,0.0,none,-0.07041666455420525,-0.030783209563645837,0
114,0.5916152810646246,0.702557327087137,0.7458322420111809,310.00043575150823,280.18365946526916,280.18365946526916,0.0,0.12371042193725859,1.0,-7.407335004468771,0.0,none,-0.07051583122509708,-0.030783209563645837,0
115,0.5912265518061124,0.6975274150060214,0.747257851059751,308.1666930215347,290.907189211842,290.907189211842,0.0,0.12346300109338407,1.0,-7.477949804031417,0.0,none,-0.07061479956264627,-0.030783209563645837,0
116,0.5897689120119491,0.698894224027796,0.7487029373728705,308.6049334195073,264.84492452355573,264.84492452355573,0.0,0.1232160750911973,1.0,-7.5486633739949385,0.0,none,-0.0707135699635213,-0.030783209563645837,0
117,0.5916403927063137,0.7016037861792109,0.7491598976094936,310.9741305852258,279.3462224481554,279.3462224481554,0.0,0.1229696429410149,1.0,-7.619475516818532,0.0,none,-0.07081214282359394,-0.030783209563645837,0
118,0.5932163196871016,0.6985222782284617,0.7493464590152124,310.510300407865,288.29863938949984,288.29863938949984,0.0,0.12272370365513287,1.0,-7.69038603535648,0.0,none,-0.07091051853794728,-0.030783209563645837,0
119,0.5907314490240947,0.7005074206467682,0.7485099996973388,309.74224308501283,261.3659785582525,261.3659785582525,0.0,0.1224782562478226,1.0,-7.761394732857351,0.0,none,-0.07100869750087124,-0.030783209563645837,0
120,0.5905199531156351,0.6985636274275736,0.7491485189784044,309.03557104642493,268.35171457461155,268.35171457461155,0.0,0.12223329973532696,1.0,-7.832501412963221,0.0,none,-0.07110668010586974,-0.030783209563645837,0
121,0.5926205049329802,0.6970859667838364,0.7498612339687232,309.7732529332398,273.82795196005355,273.82795196005355,0.0,0.1219888331358563,1.0,-7.903705879708879,0.0,none,-0.07120446674565795,-0.030783209563645837,0
122,0.591974694308664,0.6994694868731349,0.7502917908611829,310.6719980795462,276.29121222650423,276.29121222650423,0.0,0.12174485546958459,1.0,-7.9750079375210445,0.0,none,-0.07130205781216592,-0.030783209563645837,0
123,0.5894716782795493,0.701789389420937,0.7517574131997568,310.99074231093414,277.1498304854359,277.1498304854359,0.0,0.12150136575864542,1.0,-8.046407391217587,0.0,none,-0.0713994536965421,-0.030783209563645837,0
124,0.5899583003238982,0.6997302343170071,0.7497277234293513,309.49634584914526,271.6427551917272,271.6427551917272,0.0,0.12125836302712813,1.0,-8.117904046006736,0.0,none,-0.0714966547891489,-0.030783209563645837,0
125,0.590665154759848,0.700321926105204,0.7482371175676059,309.5125926781228,284.72679766932004,284.72679766932004,0.0,0.12101584630107387,1.0,-8.189497707486305,0.0,none,-0.0715936614795698,-0.030783209563645837,0
126,0.5922345418416516,0.7006677424337938,0.7503138947031166,311.3499832004489,277.7992869378371,277.7992869378371,0.0,0.12077381460847172,1.0,-8.261188181642916,0.0,none,-0.07169047415661112,-0.030783209563645837,0
127,0.5920084995710878,0.7016134597836471,0.7502458066845615,311.6229472467031,287.14037713906254,287.14037713906254,0.0,0.12053226697925479,1.0,-8.332975274851213,0.0,none,-0.07178709320829668,-0.030783209563645837,0
128,0.5895031633047,0.7044649899030021,0.7486832637120543,310.9164350286508,278.44219527974957,278.44219527974957,0.0,0.12029120244529627,1.0,-8.404858793873094,0.0,none,-0.07188351902188117,-0.030783209563645837,0
129,0.5867480779065267,0.7056654345426799,0.7512309664584472,311.04555702222996,288.9358998097548,288.9358998097548,0.0,0.12005062004040568,1.0,-8.476838545856932,0.0,none,-0.07197975198383766,-0.030783209563645837,0
130,0.5884148278510511,0.7025511480027653,0.7496666303498907,309.9058224224709,275.0447641462169,275.0447641462169,0.0,0.11981051880032487,1.0,-8.548914338336802,0.0,none,-0.07207579247987006,-0.030783209563645837,0
131,0.5865453593166531,0.7047965384646826,0.7500355989757532,310.0610706177016,278.8500439729519,278.8500439729519,0.0,0.11957089776272421,1.0,-8.621085979231712,0.0,none,-0.07217164089490957,-0.030783209563645837,0
132,0.5875204307808601,0.7028933003890261,0.7482188975192189,308.9875994622352,270.7350972594405,270.7350972594405,0.0,0.11933175596719876,1.0,-8.693353276844832,0.0,none,-0.07226729761312001,-0.030783209563645837,0
133,0.5885156726787929,0.7035764931472291,0.7493750824547633,310.29058788012674,288.2960566425671,288.2960566425671,0.0,0.11909309245526437,1.0,-8.765716039862726,0.0,none,-0.07236276301789424,-0.030783209563645837,0
134,0.5858010709607151,0.702455504374748,0.7496701586425086,308.48866062336333,266.4058517852516,266.4058517852516,0.0,0.11885490627035383,1.0,-8.838174077354584,0.0,none,-0.07245803749185775,-0.030783209563645837,0
135,0.5847367205040491,0.7044835621805555,0.7518754469015838,309.72562258395334,287.7571205655766,287.7571205655766,0.0,0.11861719645781313,1.0,-8.910727198771458,0.0,none,-0.07255312141687398,-0.030783209563645837,0
136,0.5848227558762675,0.7040596271064693,0.7540344962819351,310.4737727821601,276.3025816763921,276.3025816763921,0.0,0.11837996206489751,1.0,-8.983375213945498,0.0,none,-0.07264801517404074,-0.030783209563645837,0
137,0.5854992338566181,0.7067101849547024,0.7532993546812013,311.69890516544183,275.3906855877329,275.3906855877329,0.0,0.11814320214076772,1.0,-9.05611793308919,0.0,none,-0.07274271914369201,-0.030783209563645837,0
138,0.5854804913099674,0.7079069433123071,0.7542641727128708,312.6166320787334,282.67050963875886,282.67050963875886,0.0,0.11790691573648618,1.0,-9.128955166794595,0.0,none,-0.07283723370540507,-0.030783209563645837,0
139,0.5865933315806481,0.7047077458244617,0.7525456407282367,311.08495729255736,281.3474456618261,281.3474456618261,0.0,0.1176711019050132,1.0,-9.201886726032589,0.0,none,-0.07293155923799333,-0.030783209563645837,0
140,0.5847360085348253,0.7020243969397757,0.750130001019448,307.9275731016454,269.50116009959913,269.50116009959913,0.0,0.11743575970120318,1.0,-9.274912422152108,0.0,none,-0.07302569611951881,-0.030783209563645837,0
141,0.5843790587531766,0.6999791453077924,0.75059979869645,307.03521510996256,290.3933083009558,290.3933083009558,0.0,0.11720088818180077,1.0,-9.348032066879387,0.0,none,-0.07311964472727972,-0.030783209563645837,0
142,0.5840838061348923,0.7025285431292945,0.7511766621802278,308.2344853594822,268.0914948830562,268.0914948830562,0.0,0.11696648640543716,1.0,-9.421245472317212,0.0,none,-0.07321340543782462,-0.030783209563645837,0
143,0.583570986984915,0.7005648736462432,0.7527125329487422,307.7309641114761,267.3771022866669,267.3771022866669,0.0,0.11673255343262628,1.0,-9.49455245094416,0.0,none,-0.0733069786269489,-0.030783209563645837,0
144,0.5862161323867544,0.7017212495313845,0.7486679127479794,307.9722698512685,283.69703882257073,283.69703882257073,0.0,0.11649908832576103,1.0,-9.567952815613856,0.0,none,-0.0734003646696948,-0.030783209563645837,0
145,0.589322165111034,0.7001402021081552,0.7506384171737587,309.7195209632143,263.70873279870216,263.70873279870216,0.0,0.1162660901491095,1.0,-9.64144637955421,0.0,none,-0.07349356394035489,-0.030783209563645837,0
146,0.589826478334326,0.6968174233847816,0.7516031991530553,308.9099422010654,263.1063222967457,263.1063222967457,0.0,0.11603355796881129,1.0,-9.715032956366684,0.0,none,-0.07358657681247394,-0.030783209563645837,0
147,0.5845607379195087,0.6976096097219515,0.7561789786898043,308.3661489570357,272.57005706786174,272.57005706786174,0.0,0.11580149085287367,1.0,-9.788712360025535,0.0,none,-0.07367940365885062,-0.030783209563645837,0
148,0.5862210690127799,0.6978310319147408,0.755531969210555,309.07547610253573,283.3033336467048,283.3033336467048,0.0,0.11556988787116793,1.0,-9.862484404877067,0.0,none,-0.07377204485153221,-0.030783209563645837,0
149,0.5895058797712934,0.6953607759403629,0.7566597630985892,310.16941468534856,282.0428354826348,282.0428354826348,0.0,0.11533874809542559,1.0,-9.936348905638896,0.0,none,-0.07386450076182882,-0.030783209563645837,0
150,0.5866571884299732,0.6985901976748278,0.7605584805203168,311.701934262249,272.5132572978656,272.5132572978656,0.0,0.11510807059923474,1.0,-10.0103056773992,0.0,none,-0.07395677176030446,-0.030783209563645837,0
151,0.5901329894206366,0.6987024899111057,0.760231983842628,313.46446899817226,294.84252338127357,294.84252338127357,0.0,0.11487785445803626,1.0,-10.084354535615985,0.0,none,-0.0740488582167842,-0.030783209563645837,0
152,0.5905878551310595,0.6993488417238429,0.7632673337919006,315.2499654940449,294.6899736442433,294.6899736442433,0.0,0.11464809874912019,1.0,-10.158495296116335,0.0,none,-0.07414076050035057,-0.030783209563645837,0
153,0.592374153966892,0.6965477419559617,0.7601225531094111,313.6393957789794,291.8119171410918,291.8119171410918,0.0,0.11441880255162194,1.0,-10.232727775095686,0.0,none,-0.0742324789793507,-0.030783209563645837,0
154,0.590520714915606,0.6968447090471254,0.7579744091193028,311.9074060358914,279.16974933742034,279.16974933742034,0.0,0.1141899649465187,1.0,-10.307051789117077,0.0,none,-0.074324014021391,-0.030783209563645837,0
155,0.5879633246631084,0.7001050571509435,0.7559365842595294,311.170785136142,279.02875821736603,279.02875821736603,0.0,0.11396158501662566,1.0,-10.381467155110427,0.0,none,-0.07441536599334952,-0.030783209563645837,0
156,0.5875869256998821,0.7025172527374837,0.7530967891473325,310.870788036278,279.50385250752515,279.50385250752515,0.0,0.11373366184659241,1.0,-10.455973690371788,0.0,none,-0.07450653526136186,-0.030783209563645837,0
157,0.5871684571647245,0.7035771038199146,0.7540408227056945,311.5080496460242,276.45680366683,276.45680366683,0.0,0.11350619452289923,1.0,-10.530571212562627,0.0,none,-0.07459752219083882,-0.030783209563645837,0
158,0.5876476291469751,0.7028278414554304,0.7549770531804783,311.81693423767877,279.77161252774295,279.77161252774295,0.0,0.11327918213385343,1.0,-10.605259539709085,0.0,none,-0.07468832714645757,-0.030783209563645837,0
159,0.5863364909595196,0.7027727274101991,0.7557046211030973,311.3966247576476,299.30784352384205,299.30784352384205,0.0,0.11305262376958573,1.0,-10.68003849020125,0.0,none,-0.07477895049216521,-0.030783209563645837,0
160,0.5853540272179479,0.7033860435390779,0.7586306945463297,312.3509045550909,263.58963172381715,263.58963172381715,0.0,0.11282651852204656,1.0,-10.75490788279243,0.0,none,-0.07486939259118053,-0.030783209563645837,0
161,0.5818679508226785,0.7010087248388462,0.7584022214606598,309.34810268064535,298.792951486953,298.792951486953,0.0,0.11260086548500246,1.0,-10.829867536598428,0.0,none,-0.07495965380599756,-0.030783209563645837,0
162,0.5826506847674692,0.7034248755222067,0.757958142759267,310.6498917059972,258.9203034799265,258.9203034799265,0.0,0.11237566375403246,1.0,-10.904917271096814,0.0,none,-0.07504973449838559,-0.030783209563645837,0
163,0.5780234080485878,0.7054621139935524,0.7583278618442776,309.2260938674097,267.4621791907432,267.4621791907432,0.0,0.11215091242652439,1.0,-10.980056906126203,0.0,none,-0.07513963502938914,-0.030783209563645837,0
164,0.5802580494125877,0.7023842040424573,0.7605963460906833,309.99175626436244,291.13998050893275,291.13998050893275,0.0,0.11192661060167135,1.0,-11.055286261885534,0.0,none,-0.07522935575933154,-0.030783209563645837,0
165,0.5787284026614751,0.7001679699663262,0.7622850001919468,308.8832873289162,268.8604175040111,268.8604175040111,0.0,0.111702757380468,1.0,-11.130605158933346,0.0,none,-0.07531889704781136,-0.030783209563645837,0
166,0.5804521755758704,0.697777492410399,0.7639001573124751,309.39977921200517,279.2439464042943,279.2439464042943,0.0,0.11147935186570707,1.0,-11.206013418187062,0.0,none,-0.07540825925371664,-0.030783209563645837,0
167,0.579586618822547,0.6959861230451504,0.7643753068521847,308.3369551363707,261.74667476943716,261.74667476943716,0.0,0.11125639316197565,1.0,-11.281510860922271,0.0,none,-0.07549744273520886,-0.030783209563645837,0
168,0.5790346904780492,0.6951938147066948,0.7657320267077626,308.23879252895654,266.98005932322064,266.98005932322064,0.0,0.1110338803756517,1.0,-11.35709730877201,0.0,none,-0.075586447849739,-0.030783209563645837,0
169,0.5824615667552401,0.6945706531611335,0.7634556916632297,308.8641773312553,289.53673156053907,289.53673156053907,0.0,0.1108118126149004,1.0,-11.432772583726049,0.0,none,-0.07567527495403858,-0.030783209563645837,0
170,0.585787428829722,0.6941951091611855,0.7616735459845972,309.73513251738126,278.89586781165633,278.89586781165633,0.0,0.1105901889896706,1.0,-11.50853650813018,0.0,none,-0.07576392440413038,-0.030783209563645837,0
171,0.5844066053600391,0.6935710420816351,0.7647904047759553,309.99058147558594,282.27163493069116,282.27163493069116,0.0,0.11036900861169126,1.0,-11.584388904685502,0.0,none,-0.07585239655532305,-0.030783209563645837,0
172,0.5846973930084398,0.694263066474074,0.7646742251633503,310.4071178284946,286.41957971900354,286.41957971900354,0.0,0.11014827059446787,1.0,-11.660329596447713,0.0,none,-0.07594069176221119,-0.030783209563645837,0
173,0.5864559732702301,0.6935236330317626,0.764884401947434,311.09460789013303,300.2583761310139,300.2583761310139,0.0,0.10992797405327893,1.0,-11.736358406826401,0.0,none,-0.0760288103786877,-0.030783209563645837,0
174,0.5872991715625749,0.6931519262649862,0.7689837854530241,313.04372679577205,281.8190797649784,281.8190797649784,0.0,0.10970811810517238,1.0,-11.81247515958433,0.0,none,-0.07611675275792962,-0.030783209563645837,0
175,0.585104567713822,0.6945010879846342,0.767184133153722,311.7496906145882,276.38947949663736,276.38947949663736,0.0,0.10948870186896204,1.0,-11.888679678836745,0.0,none,-0.07620451925241412,-0.030783209563645837,0
176,0.5857572184864701,0.6942475541349373,0.7656571599388919,311.36253593211313,275.59450685105173,275.59450685105173,0.0,0.10926972446522411,1.0,-11.964971789050654,0.0,none,-0.07629211021390958,-0.030783209563645837,0
177,0.5845704664811162,0.696579927043823,0.7642151595171465,311.18845337731216,275.26177299824883,275.26177299824883,0.0,0.10905118501629366,1.0,-12.041351315044135,0.0,none,-0.07637952599348097,-0.030783209563645837,0
178,0.5886471752210424,0.6954723983902549,0.7671939949341872,314.0799099058254,293.82953530949504,293.82953530949504,0.0,0.10883308264626107,1.0,-12.11781808198563,0.0,none,-0.07646676694149512,-0.030783209563645837,0
179,0.5883416719791812,0.6926336157219439,0.7681000231963491,313.00476858348424,287.3891560012115,287.3891560012115,0.0,0.10861541648096855,1.0,-12.194371915393242,0.0,none,-0.0765538334076119,-0.030783209563645837,0
180,0.5902772809426591,0.6927774041973344,0.7705091381669187,315.0848893438388,295.4045870814443,295.4045870814443,0.0,0.10839818564800661,1.0,-12.271012641134039,0.0,none,-0.07664072574079661,-0.030783209563645837,0
181,0.5881685168609495,0.6956363808114058,0.7708582228752402,315.39773525648724,279.0402330931449,279.0402330931449,0.0,0.1081813892767106,1.0,-12.347740085423354,0.0,none,-0.07672744428931466,-0.030783209563645837,0
182,0.587531261404762,0.6993915250944432,0.7728262828304577,317.56543668597976,270.46913565991485,270.46913565991485,0.0,0.10796502649815717,1.0,-12.42455407482409,0.0,none,-0.07681398940073692,-0.030783209563645837,0
183,0.5876981764229098,0.6991118251972848,0.7724751082865439,317.3843331684655,281.2484792564445,281.2484792564445,0.0,0.10774909644516086,1.0,-12.501454436246025,0.0,none,-0.07690036142193435,-0.030783209563645837,0
184,0.5847855734738407,0.7008351138226965,0.7705957288063512,315.81961569928416,281.0822656252474,281.0822656252474,0.0,0.10753359825227053,1.0,-12.578440996945115,0.0,none,-0.07698656069909049,-0.030783209563645837,0
185,0.5835808029023465,0.6993794660669487,0.7720822021574724,315.12105057580436,286.8741990502003,286.8741990502003,0.0,0.107318531055766,1.0,-12.655513584522808,0.0,none,-0.07707258757769253,-0.030783209563645837,0
186,0.5822324796349917,0.6974898446839327,0.7711433733357879,313.1622815102182,290.02261179951734,290.02261179951734,0.0,0.10710389399365447,1.0,-12.732672026925345,0.0,none,-0.07715844240253666,-0.030783209563645837,0
187,0.5824843223863275,0.6979560120680377,0.7704870459996604,313.2403025423948,279.7352517395176,279.7352517395176,0.0,0.10688968620566716,1.0,-12.809916152443076,0.0,none,-0.07724412551773163,-0.030783209563645837,0
188,0.5829174098396468,0.6942691620478036,0.7737111622241242,313.1221311097308,275.1509450567641,275.1509450567641,0.0,0.10667590683325583,1.0,-12.887245789709773,0.0,none,-0.07732963726669695,-0.030783209563645837,0
189,0.5817807810695262,0.6969461560892346,0.7741560296746539,313.89695172033174,282.86392383148257,282.86392383148257,0.0,0.10646255501958932,1.0,-12.964660767701936,0.0,none,-0.0774149779921629,-0.030783209563645837,0
190,0.5806141424753248,0.6938238172968114,0.7745259203850049,312.01305845844433,290.881055974539,290.881055974539,0.0,0.10624962990955014,1.0,-13.042160915738116,0.0,none,-0.07750014803617944,-0.030783209563645837,0
191,0.5788148320619095,0.6965493270203886,0.7722716361275089,311.35913547957415,274.0526130541276,274.0526130541276,0.0,0.10603713064973104,1.0,-13.119746063478223,0.0,none,-0.07758514774010727,-0.030783209563645837,0
192,0.5798266151609541,0.696549457477089,0.7736534121297455,312.4615264210292,274.9577291367279,274.9577291367279,0.0,0.10582505638843158,1.0,-13.19741604092285,0.0,none,-0.07766997744462678,-0.030783209563645837,0
193,0.5777630919199187,0.6928153320748007,0.7712459896304433,308.716757486792,268.8753443267208,268.8753443267208,0.0,0.10561340627565471,1.0,-13.275170678412588,0.0,none,-0.07775463748973799,-0.030783209563645837,0
194,0.5749091606788738,0.6934322544254811,0.76991821929957,306.93602490269495,259.7648790805534,259.7648790805534,0.0,0.1054021794631034,1.0,-13.353009806627345,0.0,none,-0.07783912821475703,-0.030783209563645837,0
195,0.5798761259627706,0.6917625471029386,0.76740720064473,307.8351044618496,287.3561532249438,287.3561532249438,0.0,0.1051913751041772,1.0,-13.430933256585673,0.0,none,-0.07792344995832856,-0.030783209563645837,0
196,0.582206993620422,0.6894598652442235,0.7644592368697417,306.8603250160628,267.88851069718856,267.88851069718856,0.0,0.10498099235396885,1.0,-13.508940859644085,0.0,none,-0.07800760305841159,-0.030783209563645837,0
197,0.5844659652073572,0.6888373437096384,0.7628418411530127,307.1216379346819,276.17420203061073,276.17420203061073,0.0,0.10477103036926091,1.0,-13.58703244749638,0.0,none,-0.07809158785229542,-0.030783209563645837,0
198,0.5868743481971621,0.6860582429658268,0.7620742375919063,306.833938214839,264.68911802545375,264.68911802545375,0.0,0.1045614883085224,1.0,-13.665207852172971,0.0,none,-0.07817540467659079,-0.030783209563645837,0
199,0.5912186591918218,0.6896948820345636,0.763976561750173,311.5194521315837,279.24546282780665,279.24546282780665,0.0,0.10435236533190535,1.0,-13.743466906040208,0.0,none,-0.07825905386723697,-0.030783209563645837,0
200,0.5925369124234506,0.6854908550125633,0.764529415300121,310.53551411267784,268.2789403943588,268.2789403943588,0.0,0.10414366060124154,1.0,-13.82180944179971,0.0,none,-0.07834253575950179,-0.030783209563645837,0
201,0.5898873668061007,0.6840814031875991,0.7638289818067437,308.22865575330616,282.18454247834904,282.18454247834904,0.0,0.10393537328003906,1.0,-13.900235292487693,0.0,none,-0.07842585068798336,-0.030783209563645837,0
202,0.5912887243027397,0.6846067483412276,0.7619403086186151,308.43362808114745,283.2196858272061,283.2196858272061,0.0,0.10372750253347898,1.0,-13.978744291474301,0.0,none,-0.07850899898660835,-0.030783209563645837,0
203,0.5910468303382914,0.6869672060475465,0.7601060473283725,308.62569853180855,254.73746732147126,254.73746732147126,0.0,0.10352004752841203,1.0,-14.057336272462935,0.0,none,-0.07859198098863374,-0.030783209563645837,0
204,0.5900934119295905,0.6912697330355033,0.7610440220345437,310.44029455823653,277.7674197678075,277.7674197678075,0.0,0.1033130074333552,1.0,-14.136011069489593,0.0,none,-0.07867479702665747,-0.030783209563645837,0
205,0.5918606845362565,0.6922760979632342,0.7619667046414271,312.201383843462,276.65234480572417,276.65234480572417,0.0,0.10310638141848849,1.0,-14.214768516922197,0.0,none,-0.07875744743260427,-0.030783209563645837,0
206,0.592013026615644,0.6926784819716193,0.7606813810940731,311.93617742072985,271.32030458692213,271.32030458692213,0.0,0.10290016865565152,1.0,-14.293608449459935,0.0,none,-0.07883993253773802,-0.030783209563645837,0
207,0.592291071937726,0.6946153822484111,0.7619759897429619,313.4879627066565,286.3202791975868,286.3202791975868,0.0,0.10269436831834021,1.0,-14.372530702132599,0.0,none,-0.07892225267266362,-0.030783209563645837,0
208,0.5932997018175711,0.6997833876809991,0.7624957571859825,316.5739608396858,293.82338211904954,293.82338211904954,0.0,0.10248897958170353,1.0,-14.451535110299917,0.0,none,-0.07900440816731802,-0.030783209563645837,0
209,0.5972139017675162,0.6998895138946926,0.7630248172829589,318.931972486536,296.0292302031088,296.0292302031088,0.0,0.10228400162254012,1.0,-14.5306215096509,0.0,none,-0.07908639935098272,-0.030783209563645837,0
210,0.6005892283093953,0.7005157245044357,0.7637508529226205,321.32693787049925,289.9823525622289,289.9823525622289,0.0,0.10207943361929503,1.0,-14.609789736203181,0.0,none,-0.07916822655228195,-0.030783209563645837,0
211,0.5981780299267737,0.7027510602347251,0.7632458554137734,320.8458470372002,273.87198727508667,273.87198727508667,0.0,0.10187527475205643,1.0,-14.689039626302359,0.0,none,-0.07924989009917738,-0.030783209563645837,0
212,0.5978897564974317,0.6992970005138327,0.7612364635044709,318.2748786499089,286.628574352995,286.628574352995,0.0,0.10167152420255232,1.0,-14.768371016621337,0.0,none,-0.07933139031897873,-0.030783209563645837,0
213,0.5960559049382939,0.7014476459604163,0.7583081848942306,317.0501773500218,287.6490325389308,287.6490325389308,0.0,0.10146818115414721,1.0,-14.847783744159678,0.0,none,-0.07941272753834028,-0.030783209563645837,0
214,0.5971844411392364,0.7043825893691958,0.7601681284348814,319.76192807321644,289.86819129010945,289.86819129010945,0.0,0.10126524479183892,1.0,-14.927277646242942,0.0,none,-0.07949390208326435,-0.030783209563645837,0
215,0.5973617882374358,0.7042825254746382,0.7624630790839133,320.77696193911646,283.088697396682,283.088697396682,0.0,0.10106271430225525,1.0,-15.00685256052204,0.0,none,-0.0795749142790978,-0.030783209563645837,0
216,0.5984222654328701,0.7041142715128954,0.7629638761654638,321.48067160474267,287.1418961802172,287.1418961802172,0.0,0.10086058887365074,1.0,-15.086508324972579,0.0,none,-0.07965576445053912,-0.030783209563645837,0
217,0.6027130148814299,0.7028208051839224,0.7634914931137509,323.41442112632876,293.5781377933735,293.5781377933735,0.0,0.10065886769590343,1.0,-15.166244777894217,0.0,none,-0.07973645292163845,-0.030783209563645837,0
218,0.6039514884109816,0.7037443115540143,0.7643635618265018,324.8754760065265,301.10253378054045,301.10253378054045,0.0,0.10045754996051162,1.0,-15.246061757910011,0.0,none,-0.07981698001579396,-0.030783209563645837,0
219,0.6009649574601035,0.7037877800337142,0.7619201987039084,322.2555143848544,292.1581660802988,292.1581660802988,0.0,0.1002566348605906,1.0,-15.325959103965774,0.0,none,-0.0798973460557626,-0.030783209563645837,0
